Nombre,Link,Descripcion
Smiley,https://pluto.tv/latam/on-demand/movies/5e6a42aae2fa10001becd133,"Después de conocer la leyenda urbana en la que se puede invocar a un demente asesino en serie llamado Smiley a través del Internet, Ashley queda mentalmente frágil y no sabe si está perdiendo la cabeza."
Todavía estamos aquí,https://pluto.tv/latam/on-demand/movies/5f36c5b8bbff270013bb2319,"En esta escalofriante moderna historia de fantasmas, una pareja es perseguida por espíritus vengativos tras mudarse a un pueblo rural que oculta un horroroso secreto."
Luna de miel,https://pluto.tv/latam/on-demand/movies/603e620e049634001a5f3292,"Un médico de formación, excéntrico y solitario, secuestra a Isabel, su vecina, con el objetivo aparente de someterla a un experimento de reflejo condicionado y convertirla en su mujer, pero a menudo las apariencias esconden una verdad más aterradora."
Yo vi al Diablo,https://pluto.tv/latam/on-demand/movies/60de1f992553f30013be5282,"Tras sufrir un grave accidente, una mujer embarazada y su marido se mudan a un viñedo con el objetivo de recuperar su estabilidad emocional. Allí, ella empieza a sufrir alucinaciones y visiones cada vez más reales."
La Cabaña del Diablo,https://pluto.tv/latam/on-demand/movies/60c0e02bb0ca8a00142e2029,Un joven viudo viaja con su prometida a Bogotá con la intención de recuperar a su hija. La familia sufre un accidente y se refugia en un motel. Descubren que el dueño mantiene a una joven cautiva y deciden liberarla pero las apariencias engañan...
Personalidad Múltiple,https://pluto.tv/latam/on-demand/movies/60bf722bd782df0013ef2619,"La vida de una mujer se ve sumida en el caos después de que un extraño accidente automovilístico lleva a su esposo y a su cuñado a un coma. Las emociones llegan después de que el cuñado se despierta, pensando que es su hermano."
Hada de dientes,https://pluto.tv/latam/on-demand/movies/60ba3c8b7f92cf001308fe04,"Los adultos de una pequeña comunidad agrícola se reúnen, comienzan a darse cuenta de que el hada de los dientes malditos, que los traumatizó en su juventud, está suelta de nuevo. ¡Esta vez, viniendo tras sus hijos!"
Byzantium,https://pluto.tv/latam/on-demand/movies/6141f43fbce9e900135a5d24,"Clara es una joven madre vampiro que muerde a su hija Eleanor. Buscando refugio, el dúo mortal conoce al solitario Noel. Poco después, el adolescente se hace amigo de Frank y les dice que han sobrevivido con sangre humana durante unos 200 años."
Acoso del más allá,https://pluto.tv/latam/on-demand/movies/60bf721ed782df0013ef2567,"Watson sale de la cárcel en libertad condicional. Había sido condenada por haber matado a su marido, un violento policía de New York que la maltrataba. Debe permanecer un año en arresto domiciliario con un localizador atado a su tobillo."
407 El vuelo de las tinieblas,https://pluto.tv/latam/on-demand/movies/5fda58cd0dddaf0013b83a8a,"Hace diez años, el joven Neuw sobrevivió milagrosamente a un desastre aéreo. Ella insistió en que el desastre fue causado por un espíritu vengativo, pero su creencia fue devaluada por quienes la rodeaban."
Harbinger Down,https://pluto.tv/latam/on-demand/movies/5f7b86e2e4b56900138b74e4,"Un grupo de jóvenes estudiantes de biología, alquilan un barco para estudiar los efectos del calentamiento global en las ballenas Orcas. Durante el viaje, su barco topará con un antiguo módulo espacial soviético, lleno de experimentos genéticos."
Pueblo del vampiro,https://pluto.tv/latam/on-demand/movies/628cfe252485d800143260ea,"Rebecca busca a su hermana, una joven periodista que desapareció mientras investigaba una serie de hechos desafortunados."
Espantapájaros de Amityville,https://pluto.tv/latam/on-demand/movies/628cfe111d0a40001355113c,"Después de que su madre fallece, dos hermanas se encuentran como dueñas de un campamento de verano cerrado. Pronto, las hermanas aprenderán los secretos oscuros y mortales que sucedieron en el campamento de verano hace muchos años."
La maldición de Humpty Dumpty,https://pluto.tv/latam/on-demand/movies/628cfdffbac6ee0014c74bab,"Una mujer mayor con demencia se reencuentra con una muñeca de su pasado. Al poco tiempo, comienza a recordar que esta muñeca tiene un pasado oscuro."
Hada de los dientes: la última extracción,https://pluto.tv/latam/on-demand/movies/628cfdea59c4c40013ca1c5f,"Corey y su hija, Sally, decidieron irse de vacaciones de verano con sus amigos, Diane, Christy, Toby y Benny. Poco saben, el pasado de Corey lo alcanzará."
Attic,https://pluto.tv/latam/on-demand/movies/62b3340ec4eb8f00140b5f53,"De la maestra del terror Mary Lambert, llega la historia de una familia que se muda a una nueva casa que convertirá sus vidas en una pesadilla."
Murciélagos,https://pluto.tv/latam/on-demand/movies/627c0d3d55812e0013ede431,"Un pequeño grupo de personas regresa a la casa de su familia años después de la fusión de una planta nuclear, solo para descubrir que un murciélago irradiado vive en su ático."
Trol Caníbal,https://pluto.tv/latam/on-demand/movies/627c0d4555812e0013ede54f,Un grupo de amigas en una escapada de fin de semana en el campo son perseguidos por un troll bestial y muy hambriento.
Grito de Pánico,https://pluto.tv/latam/on-demand/movies/6266d6673f03ed0013c87b82,"Una hermosa mujer esquizofrénica es llevada al límite por las aventuras ilícitas de su marido, y cuando sus alucinaciones se convierten en realidad el Diablo viene a cobrar su merecido. Está Miriam loca o ha venido el Diablo a cobrar su promesa?"
Bloody Mary,https://pluto.tv/latam/on-demand/movies/627c0d4155812e0013ede4d3,Un grupo de amigos que se reencuentran pronto descubren la maldición mortal de The Bloody Mary.
Fall Down Dead,https://pluto.tv/latam/on-demand/movies/5fd3cd10d87c3b001aef12b5,Una ciudad metropolitana está presa del miedo cuando los apagones desencadenan a un asesino en serie apodado El asesino de Picasso.
The Levenger Tapes,https://pluto.tv/latam/on-demand/movies/5fd3cd07d87c3b001aef11d9,"Tres estudiantes universitarios en una escapada salvaje se encuentran con criminales y desaparecen, dejando videos caseros que la policía escudriña en busca de pistas."
La Cabaña del Mal,https://pluto.tv/latam/on-demand/movies/6266e496baa39e0013e4a44b,Cuatro mujeres jóvenes llegan a una cabaña en el bosque y deben luchar para salir de un laberinto maldito.
La venganza de la bestia II,https://pluto.tv/latam/on-demand/movies/5e4b0bd6efea1ee53a4ef8c2,"En esta película de terror repleta de acción, el asesino Victor Crowley ataca a todo un departamento de policía, a un equipo de paramédicos y a una unidad del equipo de Armas y Tácticas Especiales."
Living Dark: The story of Ted the caver,https://pluto.tv/latam/on-demand/movies/5fd3cd05d87c3b001aef119f,"Dos hermanos, reunidos para el funeral de su padre, se topan con la entrada de una cueva cercana, donde se ven obligados lentamente a enfrentarse a la verdadera causa de pesadilla de la muerte de su padre."
Al Filo del Terror,https://pluto.tv/latam/on-demand/movies/60db41031e23180013bf595d,"Una entidad sobrenatural hostiga a una mujer embarazada, que teme por la vida del hijo que lleva en su vientre."
La Maldición del Diablo,https://pluto.tv/latam/on-demand/movies/5fb2bda98b78ef001aa2e9ef,"María, una madre primeriza, da a luz a gemelos, pero solo uno de ellos está vivo. Mientras cuida a su hijo vivo, Adam, sospecha que algo, una entidad sobrenatural, lo ha elegido y no se detendrá ante nada para alejarlo de ella."
Una noche maldita,https://pluto.tv/latam/on-demand/movies/602ea359f5408c001a4fedfa,"Thongsook es un adolescente tímido, nerd e infantil que siempre ha sido acosado y ridiculizado por sus amigos desde que era niño."
Circle,https://pluto.tv/latam/on-demand/movies/5fd3cd18d87c3b001aef1363,"Dieciocho años después de un asesinato en masa, John Bennett escapa del cautiverio y regresa a la casa de su infancia, donde un grupo de estudiantes universitarios de psicología desprevenidos estudian su psique y se quedan en la casa por algunas noches."
Ring: El Aro Espiral,https://pluto.tv/latam/on-demand/movies/5fda40bcaabcdd001aaf482c,Un joven patólogo busca respuestas a la misteriosa muerte de un amigo y pronto entra en contacto con la misma cinta de video maldita que causó la muerte de la esposa y el hijo de su amigo.
La Hacienda,https://pluto.tv/latam/on-demand/movies/601325bf5777bb001aa98f1b,Mark y sus amigos viajan a Sudamérica para cobrar como herencia una hacienda olvidada en las profundidades de la selva. Pronto descubrirán algo malévolo acechándolos: almas torturadas que los aterrorizarán hasta conseguir venganza.
Abraham Lincoln vs Zombies,https://pluto.tv/latam/on-demand/movies/5e5052523d241cc6769fa3db,"Mientras continúa la Guerra Civil, el presidente Abraham Lincoln debe emprender una tarea aún más desalentadora: destruir a los muertos vivientes confederados."
Plantación Maldita,https://pluto.tv/latam/on-demand/movies/60a529ea06e9520016477960,Cinco amigos de viaje de fin de semana se verán perdidos en medio de campos de granjas cuando unos cuervos ataquen su vehículo. Pronto se darán cuenta hay espantapájaros que se reproducen matando y forzando a sus víctimas a unirse a ellos.
Jessabelle,https://pluto.tv/latam/on-demand/movies/5dfd2e8abe7e53bc0c65d6af,"Al regresar a su hogar de la infancia en Louisiana para recuperarse de un horrible accidente automovilístico, Jessabelle se encuentra cara a cara con un espíritu atormentado que ha estado esperando su regreso, y no tiene intención de dejarla escapar."
Muñeca de payaso,https://pluto.tv/latam/on-demand/movies/60ba3ca5e97de800133e2090,"Después de comprar una muñeca, la vida de Lane empeora cuando los amigos cercanos y la familia comienzan a desaparecer."
Rito satánico,https://pluto.tv/latam/on-demand/movies/5fb2bd958b78ef001aa2e821,Un joven de 17 años está en arresto domiciliario durante el verano mientras su madre está fuera por negocios. Ocurre un horrible incidente que deja una presencia ominosa en la casa.
El Aro 2,https://pluto.tv/latam/on-demand/movies/602ea313ffe774001ad38d47,La estudiante Mai Takano intenta encontrar la verdad detrás de la misteriosa muerte de su amado Ryuuji.
Frozen,https://pluto.tv/latam/on-demand/movies/5e0a2beebe8fa6764e876fab,"Tres esquiadores varados en un telesilla se ven obligados a tomar decisiones de vida o muerte, lo que resulta más peligroso que quedarse y congelarse hasta la muerte."
Feroz,https://pluto.tv/latam/on-demand/movies/5e5d09146bcaef001bb16dda,"Después de descubrir que su hermana mayor fue mordida por un hombre lobo, la adolescente Brigitte se embarca en una misión desesperada para encontrar una manera de revertir el hechizo y salvarla antes de que sea demasiado tarde."
Battledogs,https://pluto.tv/latam/on-demand/movies/5fb59b490ab6160013a3b4b8,"Un joven fotógrafo de vida silvestre aterriza en el aeropuerto JFK infectado con una enfermedad extraña. En línea en la aduana, de repente se convierte en un hombre lobo. Todos a los que muerde a los que no matan ""se vuelven"" también."
El Demonio de Los Sueños,https://pluto.tv/latam/on-demand/movies/6141f42cbce9e900135a5b99,"Sophie se despierta, escucha ruidos aterradores en la habitación de sus padres y ve a su padre muerto. Un psicólogo llega allí para determinar qué sucedió."
El juego de la muerte,https://pluto.tv/latam/on-demand/movies/60e4704b83c54e001398ac58,"Liu, una joven de espíritu libre, se fuga con su novio para participar en un juego de pistas en un crucero. Pero, la promesa de una recompensa pronto se convierte en una batalla de supervivencia cuando los concursantes son arrojados a un mundo de caos."
Candyman III,https://pluto.tv/latam/on-demand/movies/606f60355426cf001a3a9ba5,"Candyman regresa con la intención de que su descendiente se una a él como una figura legendaria. Después de incriminarla por los asesinatos de sus amigos, ella no tiene a dónde acudir. ¿Aceptará un lugar junto a su ancestro sobrenatural y asesino?"
El juego de la bruja,https://pluto.tv/latam/on-demand/movies/6123e926ddc8e90013a660a2,"Unos amigos debe enfrentar sus miedos en un juego. En un círculo formado por cien velas, deben elegir y tomar una, para contar una historia de terror. A medida que se cuentan las historias y se apagan las velas, comienzan a ocurrir sucesos extraños."
La Cara del Diablo,https://pluto.tv/latam/on-demand/movies/60f096c10bb675001323d4ef,"Un grupo de jóvenes viaja a la selva de Tarapoto esperando encontrar mucha diversión, hermosos paisajes y descanso."
Circulos Siniestros,https://pluto.tv/latam/on-demand/movies/60a529fc06e9520016477a76,"Cuando Alex, Penny y su bebé se retiran de la ciudad, el estrés y la falta de sueño provocan que empiecen a ver cosas extrañas en la nueva casa. Entonces se cuestionan si sufren alucinaciones o si el lugar tiene una oscura presencia sobrenatural."
La Invocación,https://pluto.tv/latam/on-demand/movies/5fda40b5aabcdd001aaf477a,Akane es una maestra que escucha de sus alumnos el rumor de que hay imágenes de alguien suicidándose en Internet. Estas imágenes llevan a quienes también las ven a suicidarse.
El Retorno,https://pluto.tv/latam/on-demand/movies/60940606fa5f8f001b38bf8b,"Joanna Mills, una joven mujer de negocios comienza a tener pesadillas sobre un asesinato ocurrido 15 años atrás. Joanna logró tener éxito en su vida profesional pero no personal y decide investigar con la esperanza de que sus pesadillas desaparezcan."
Tierra de vampiros II,https://pluto.tv/latam/on-demand/movies/613f8e39d982620013b92314,"Tras el asesinato de su familia, Martin se adentra en las tierras baldías de Estados Unidos en busca de Mister con la esperanza de volver a asociarse con él para combatir una nueva amenaza de vampiros."
Afterthought,https://pluto.tv/latam/on-demand/movies/5fd3cd1dd87c3b001aef13d7,Un thriller parapsicológico donde una adolescente se entera de su don para comunicarse con los muertos. Ella usa este regalo para ayudar a resolver una serie de asesinatos locales.
Hansel & Gretel,https://pluto.tv/latam/on-demand/movies/5f7b86e8e4b56900138b751a,"En los suburbios de Passadena, California, una anciana se instala y corre la voz entre los jóvenes locales, que tiene la mejor marihuana del mundo, con efectos alucinógenos increíbles."
Hospital del Terror,https://pluto.tv/latam/on-demand/movies/60c8abd936537d0013320b64,"Una fría noche de diciembre, un equipo de investigaciones paranormales ponen la mira en un sangriento sanatorio de Hillcrest para contestar a una vieja pregunta: ¿Hay vida después de la muerte?"
2-Headed Shark Attack,https://pluto.tv/latam/on-demand/movies/5ffc9a28ce98800013eb1edd,"Después de que su bote es hundido por un tiburón mutado de dos cabezas, los sobrevivientes escapan a un atolón desierto. Pero cuando comienza a inundarse, nadie está a salvo de la doble mandíbula del monstruo."
El juego del duende,https://pluto.tv/latam/on-demand/movies/60ba3d0fb0ca8a00142db8f5,"Después de que un grupo de ladrones es enviado a cazar leyendas urbanas, roban el oro de un duende, solo para descubrir que hay que pagar un alto precio."
Fox Trap,https://pluto.tv/latam/on-demand/movies/5fda4084aabcdd001aaf429a,"Cinco años después de provocar un terrible accidente, que dejó a una niña con graves consecuencias, un grupo de amigos es invitado a una fiesta para celebrar el aniversario de graduación del instituto."
Palabras Diabólicas,https://pluto.tv/latam/on-demand/movies/5fda40acaabcdd001aaf46a2,"Habiendo desaparecido su hija, Anna (Gabrielle Stone) recibe poca ayuda de la ciudad para tratar de encontrarla. La población solo presta atención al caso en que otros niños también desaparecen."
3 A.M. 2 : La hora de la muerte,https://pluto.tv/latam/on-demand/movies/602eb8c2f5408c001a4ff233,"Basado en la creencia de que las 3 am es el momento en que el mundo de los muertos y los vivos chocan, sigue 3 historias de terror:"
Encarcelados,https://pluto.tv/latam/on-demand/movies/5fd0d58ec74aa40013028b24,"Rachel, una policía novata, está a punto de empezar su primer turno de noche en la comisaría de policía de un tranquilo pueblo."
Sonreír,https://pluto.tv/latam/on-demand/movies/5f3fd8a6ad190c001a52e880,"En unas vacaciones escolares, unos estudiantes descubren una misteriosa cámara, pero después de que varios de ellos empiezan a aparecer muertos tras ser fotografiados, se dan cuenta de que esta cámara es distinta."
The Awakening,https://pluto.tv/latam/on-demand/movies/5dfd2e78be7e53bc0c65d4a7,"En 1921 una escéptica mujer viaja hasta un internado para investigar una aparente posesión. Justo cuando cree que ha desacreditado la teoría del espíritu maligno, tendrá un espectral encuentro que desafiará todas sus creencias racionales."
"Drácula, el último romántico",https://pluto.tv/latam/on-demand/movies/5e4b0bd1efea1ee53a4ef84a,"Jack Palance interpreta al conde Drácula en esta nueva y aterradora adaptación de la clásica leyenda de vampiros de Bram Stoker, escrita por el maestro del género de terror y ciencia ficción Richard Matheson y producida por el legendario Dan Curtis."
Here Comes the Devil,https://pluto.tv/latam/on-demand/movies/5e4b0bceefea1ee53a4ef80e,"Después de desaparecer durante la noche en las montañas, dos hermanos regresan a casa, su comportamiento es extraño y desconcertante. La madre sospecha que han sido víctimas de algo oscuro e inhumano."
666: The Child,https://pluto.tv/latam/on-demand/movies/5e50523fc8d49ac6643cac77,Un avión de pasajeros se precipita desde el cielo hasta la Tierra. De las brasas ardientes se levanta un sobreviviente solitario: un niño pequeño. La pareja sin hijos que lo adopte pronto descubrirá que no es un niño indefenso sino algo muy poderoso.
Donner Pass,https://pluto.tv/latam/on-demand/movies/5f3fd8c1ad190c001a52eb3b,"150 años después de la tragedia de los Donner, un grupo de esquiadores se encuentran atrapados por una nevada y temen que George Donner todavía esté vivo y en busca de carne humana."
Perdidos,https://pluto.tv/latam/on-demand/movies/603e6218049634001a5f3338,"En septiembre de 2012, cuatro estudiantes de cine desaparecieron mientras realizaban un documental en un edificio abandonado en el centro de la ciudad de México, éste es el material recuperado de la filmación."
La Segunda Visión,https://pluto.tv/latam/on-demand/movies/602ea343f2c1bd001af2a955,Jate tiene la capacidad de ver espíritus y predecir el karma de las personas que lo rodean.
3 A.M.,https://pluto.tv/latam/on-demand/movies/5fda4089aabcdd001aaf430e,"Todas las historias tienen lugar a las 3 am, la hora más aterradora de la noche, ya que es el momento en que los espíritus son libres para vagar libremente."
La Posesión,https://pluto.tv/latam/on-demand/movies/5f7b87b3e4b56900138b8176,Hazel enrola a un grupo de maleantes en un plan infalible para hacerse ricos de la noche a la mañana. Lo único que deben hacer es secuestrar a la hija de un poderoso magnate y esperar cómodamente el rescate.
Sentimientos Mortales,https://pluto.tv/latam/on-demand/movies/60bf7257d782df0013ef276d,"Dos hermanos gemelos con un estilo de vida envidiable, por lo que nadie puede llegar a sospechar que son dos asesinos despiadados, poseen un gran talento para la telequinesis, un poder que utilizan de las maneras más horribles imaginables."
Deathgasm,https://pluto.tv/latam/on-demand/movies/5e4b0bccefea1ee53a4ef7d4,Dos estudiantes metaleros tocan una pieza musical prohibida que abre las puertas del infierno. Ahora los dos y una doncella del metal deben unir fuerzas para salvar a su ciudad de un ataque demoníaco.
Amor a mordidas,https://pluto.tv/latam/on-demand/movies/60e4704983c54e001398ac22,"La escuela está cerrada y las fiestas han comenzado en Rainmouth. Obligado a trabajar en su bote y escuchar acerca de sus cuatro amigas calientes, Jamie está desesperado por escapar. Eso es hasta que conoce a Juliana una viajera misteriosa de América."
King of the Ants,https://pluto.tv/latam/on-demand/movies/5e50533168d88cc77e785aac,"Sean, un joven pintor de casas, no tiene dirección ni apegos en su vida. Cuando Duke, su jefe, le pide que mate a un hombre que amenaza los negocios turbios en los que se involucran Duke y su empleador, Matthews, Sean está de acuerdo, por un precio."
666: The Beast,https://pluto.tv/latam/on-demand/movies/5e50522d78a1b7c65255e5fe,"Donald Lawson, el niño del diablo de 666: The Child, ahora es un adulto y está decidido a cumplir su destino como el Anticristo."
Haunting of Whaley House,https://pluto.tv/latam/on-demand/movies/5e5052edb4e69cc72ab63727,"Cuando un guía turistica se mete en la Casa Más Embrujada de los Estados Unidos, con amigos aficionados, la caceria de fantasmas se convierte en un horror del que jamás hubieran imaginado."
La Invocación 2,https://pluto.tv/latam/on-demand/movies/5fda40b3aabcdd001aaf4740,"Pasaron muchos años después de los misteriosos y terribles hechos provocados por una cinta de vídeo maldita, que provocó la muerte de varias personas."
Tierra de la estaca,https://pluto.tv/latam/on-demand/movies/5e447f4bf5df41e10ba78b29,"Estados Unidos es una nación perdida. Cuando se desata una epidemia de vampirismo y su familia es asesinada, el joven Martin (Connor Paolo) se vuelve el protegido de un canoso y obstinado cazador (Nick Damici) cuya nueva presa son los muertos vivientes."
Hellraiser,https://pluto.tv/latam/on-demand/movies/5e0a2bf3be8fa6764e877025,Una esposa infiel se encuentra con el zombi de su amante muerto; los cenobitas demoníacos lo persiguen después de que escapó de su inframundo sadomasoquista.
Eaten Alive,https://pluto.tv/latam/on-demand/movies/5e447f45f5df41e10ba78ab5,"Dirigida por Tobe Hooper (Poltergeist),Devorado vivo es una representación cruda, incómoda y extraña de la locura desmedida en la América rural."
Starry Eyes,https://pluto.tv/latam/on-demand/movies/5e447f48f5df41e10ba78aed,"En la ciudad de los sueños, una actriz desesperada hará lo que sea para obtener un papel soñado cueste lo que cueste."
Muertos Vivos,https://pluto.tv/latam/on-demand/movies/5e0e6043a6cb7ab300589a59,Un sheriff debe rescatar a una familia de una montaña durante la erupción de un volcán y luchar contra una horda de zombis llenos de lava que cobran vida con una maldición.
El Monstruo dentro de ti,https://pluto.tv/latam/on-demand/movies/5f7b8777e4b56900138b7d56,"Después de una noche de fiesta, Lou se levanta con desagradables síntomas que indican que algo va mal. Su cuerpo cambia poco a poco de forma extraña, aparecen manchas en su piel y tiene visiones que le impiden distinguir la realidad de la ficción."
Victor Crowley,https://pluto.tv/latam/on-demand/movies/5e4db96549dd5c1a15151407,"Diez años después de la terrible masacre, el único sobreviviente, Andrew Yong, se ve obligado a regresar al Pantano de la Isla Honey, pero por una de esas extrañas vueltas de la vida, Victor Crowley es resucitado por error."
Obsesionada,https://pluto.tv/latam/on-demand/movies/66991bad61ac500014a78efa,"Una madre en duelo se obsesiona con una desconocida que cree que es su hija, quien desapareció cuando era pequeña hace 20 años y nunca la encontraron."
Encuentro Fatal,https://pluto.tv/latam/on-demand/movies/66991bb161ac500014a7900a,"El inesperado reencuentro entre una psiquiatra y su amor de la infancia toma un giro oscuro cuando él se convierte en sospechoso en la investigación de un asesinato. Convencida de su inocencia, decide huir con él, dejando atrás a su familia y su trabajo."
77 Oportunidades,https://pluto.tv/latam/on-demand/movies/66a923242fca0600132c3608,"Jason Shaw siempre ha soñado con ser fotógrafo profesional, pero desde la muerte de su madre, su sueño ha quedado en suspenso y está luchando por encontrarle sentido a su vida. Una fatídica noche conoce a la chica de sus sueños."
Enfrentando a Alí,https://pluto.tv/latam/on-demand/movies/66c4acb36134930013083301,"¿Cómo se siente enfrentar al luchador más famoso del mundo? Muhammad Ali, tres veces campeón mundial de peso pesado, derrotó a casi todos los luchadores principales en la edad dorada del boxeo."
La Música del Silencio,https://pluto.tv/latam/on-demand/movies/66a7d74e94a184001329daf1,"Biopic sobre el tenor y músico italiano Andrea Bocelli. A pesar de haber nacido con un grave problema de vista que finalizará en ceguera, Bocelli supera todo tipo de obstáculos, guiado por grandes ambiciones hacia su pasión, la música."
Los Acordes de la Vida,https://pluto.tv/latam/on-demand/movies/66a907142fca06001326934d,"Kyle lidia con la paternidad en medio de una batalla por la custodia, lo que lo lleva a un viaje de redención y perdón."
En El Ritmo de La Vida,https://pluto.tv/latam/on-demand/movies/666c6d39626cfe00136f48a0,"Un drag queen novato, tambaleándose por una ruptura, escapa al campo, donde encuentra a su abuela en fuerte declive pero desesperada por evitar el hogar de ancianos local."
La Partición,https://pluto.tv/latam/on-demand/movies/666c79e46ae03e001317ca1c,"Después de la muerte de su padre, un neoyorquino regresa a Cape Cod para preparar la casa de su infancia para la venta. Con el novio de su padre todavía viviendo allí, chocan y negocian cómo recordar al hombre que ambos amaban."
0.000 KM,https://pluto.tv/latam/on-demand/movies/63d16e23163e910013fae74d,"Alex y Sergi, una sólida pareja de Barcelona, acaricia la idea de tener un hijo, pero, inesperadamente, Alex consigue una beca de un año en Los Ángeles, lo que supondría un año de relación a 10.000 Km de distancia."
Un hombre bueno,https://pluto.tv/latam/on-demand/movies/604b91c1b2b870001a05ecd5,"John Halder, un profesor alemán de literatura en los años treinta, se niega a aceptar las iadeas del nazismo. Pero su relación con su familia lo lleva por diferentes direcciones emocionales."
30 y viviendo en casa,https://pluto.tv/latam/on-demand/movies/62f523ea6df8ae001a027dda,Un perdedor de treinta años encuentra su verdadero destino al tiempo que ayuda a su hermano a vigilar a su esposa –quien posiblemente lo engaña- en esta nada convencional comedia acerca del destino y la familia.
Amores Peligrosos,https://pluto.tv/latam/on-demand/movies/5ee3a27a75082b001a88fc57,"A comienzos de los años setenta, el periodista Ward Jansen regresa a su pueblo natal en Florida para investigar el caso de Hillary Van Wetter , un hombre que ha sido condenado a muerte por haber matado en 1969 a un corrupto sheriff local"
Ginger & Rosa,https://pluto.tv/latam/on-demand/movies/65bba3e55884b40013de06cc,"De la aclamada directora Sally Potter viene un elenco (Annette Bening, Christina Hendricks & Oliver Platt) que cuenta la historia dos mejores amigos (Elle Fanning & Alice Englert)."
The Player,https://pluto.tv/latam/on-demand/movies/6512db86a78f0d001a013350,Un evaluador de guiones de estudio se burla de un escritor al no aceptar su guión. El escritor le envía postales amenazantes.
Charlatan,https://pluto.tv/latam/on-demand/movies/6474b171274ca8001a43eebb,"Esta es la sorprendente historia de un hombre que tiene una habilidad inusual, pero que se encuentra en el escenario totalitario y opresivo de la década de 1950 y sufre las consecuencias de esto."
La Estafa,https://pluto.tv/latam/on-demand/movies/604b91d9b2b870001a05eed0,"Clifford Irving vende la biografía falsa de Howard Hughes a una editorial a principios de los años setenta, lo que provoca un frenesí fantástico en los medios."
Para Chicas de Color,https://pluto.tv/latam/on-demand/movies/65c52f025884b4001321a02a,"El cineasta Tyler Perry adapta este trabajo emblemático a la gran pantalla, integrando el vívido lenguaje de los poemas de Ntozake Shange en una narrativa contemporánea que explora lo que significa ser una mujer de color, cualquier color, en este mundo."
El Pacto,https://pluto.tv/latam/on-demand/movies/65d62512ea323e00130e734c,"La intensa amistad entre Karen Blixen, la autora danesa más conocida por su novela autobiográfica ""Fuera de África"", y Thorkild Bjørnvig, una poetisa joven y prometedora."
Otro Día Feliz,https://pluto.tv/latam/on-demand/movies/5f11bcd5efe562001368eb15,"Una mujer frágil intenta estrechar los lazos con su hijo en su boda, la cual se celebra en casa de su exesposo, pero esto sólo sirve para exponer verdades dolorosas y un secreto de familia."
Promised Land,https://pluto.tv/latam/on-demand/movies/65cfb23d03625d001338c9c5,"Danny, Davey y Mary eran mejores amigos en la secundaria, compartían grandes sueños y altas espectativas, pero descubren que el futuro les depara muchas sorpresas y nada está asegurado."
El incomprendido,https://pluto.tv/latam/on-demand/movies/60ca4315d67d6200131c3909,"Al trabajar en problemas derivados de su pasado, Tom Warshaw, un artista estadounidense que vive en París, comienza a descubrir quién es realmente y regresa a su casa para reconciliarse con su familia y amigos."
Champions,https://pluto.tv/latam/on-demand/movies/65cd097a70ac440013e72c0f,"Cinco historias reales de victorias de atletas rusos. Todas las victorias son historias humanas, donde el amor, la traición, la amistad, el respeto, el trabajo y la fe se entrelazan en una sola. Historias sobre creer en uno mismo, creer en la victoria."
TAMING ANDREW,https://pluto.tv/latam/on-demand/movies/65cf7ca9794da50014d5027a,"Cuando su hijo secuestrado finalmente regresa a casa después de cinco años, Ann Richter siente que sus oraciones han sido contestadas. Pero su pesadilla está lejos de terminar cuando se enfrenta con el trauma emocional y mental que su hijo ha sufrido."
Pan Cielo,https://pluto.tv/latam/on-demand/movies/65ce29ce3d3e45001438cc23,"Lilli y Annibale, una pareja de sin techo, encuentran un bebé en un contenedor. Llevan al bebé al hospital infantil más cercano, pero una vez allí viven una situación surrealista: ninguno de los médicos o enfermeras puede ver al niño."
Eve's Bayou,https://pluto.tv/latam/on-demand/movies/65c51ae8a40ff70013eb47f7,"Loius Bastiste, el médico local de la ciudad que trata muy bien a sus pacientes, es un padre cariñoso y un marido infiel."
Los Niños de China,https://pluto.tv/latam/on-demand/movies/60d620c189632c0013eaefc9,"Durante la invasión japonesa de China en 1937, George Hogg, un joven periodista británico, tratará con la ayuda de una enfermera australiana de salvar a un grupo de huérfanos."
Decisión Final,https://pluto.tv/latam/on-demand/movies/65c530fbd22ce5001432d50b,"El día de la Reunión Anual de Selección de Jugadores de la NFL, el director general Sonny Weaver (Kevin Costner) tiene la oportunidad de salvar el fútbol en Cleaveland al elegir al jugador número uno para su equipo."
Potencia Sin Límites,https://pluto.tv/latam/on-demand/movies/65c3ad3d1ffdb000139e3e68,El viaje de un padre para ayudar a su hijo ciego y en silla de ruedas a superar obstáculos imposibles y permitir que el mundo vea el potencial que Dios le ha dado.
Cosas Descartadas,https://pluto.tv/latam/on-demand/movies/65c38fbf04045f00135dbed6,"Cuando la tragedia trastorna la vida de la estimada profesora de música Grace Wyatt, es expulsada de su lujoso mundo académico y llevada a la dura realidad de enseñar a jóvenes en riesgo."
"Peligro Cercano, La Batalla de Long Tan",https://pluto.tv/latam/on-demand/movies/65c38fb704045f00135dbc09,"En 1966, el mayor Harry Smith y su compañía de soldados australianos y neozelandeses se enfrentan a enormes probabilidades de sobrevivir a los ataques del Vietcong y las tropas norvietnamitas en la plantación Long Tan, en Vietnam del Sur."
